dicots 	 Acaena_ovalifolia 	 genomic_data 	 drAcaOval1 	 hic-arima2
dicots 	 Spergularia_media 	 genomic_data 	 dcSpeMedi1 	 hic-arima2
dicots 	 Spergularia_media 	 genomic_data 	 dcSpeMedi1 	 pacbio
dicots 	 Spergularia_rubra 	 genomic_data 	 dcSpeRubr1 	 hic-arima2
dicots 	 Spergularia_rubra 	 genomic_data 	 dcSpeRubr1 	 pacbio
dicots 	 Spinacia_oleracea 	 genomic_data 	 dcSpiOler1 	 hic-arima2
dicots 	 Stachys_alpina 	 genomic_data 	 daStaAlpi1 	 hic-arima2
dicots 	 Stachys_palustris 	 genomic_data 	 daStaPalu1 	 10x
dicots 	 Stachys_palustris 	 genomic_data 	 daStaPalu1 	 hic-arima2
dicots 	 Stachys_palustris 	 genomic_data 	 daStaPalu1 	 pacbio
dicots 	 Stachys_sylvatica 	 genomic_data 	 daStaSylv1 	 hic-arima2
dicots 	 Stachys_sylvatica 	 genomic_data 	 daStaSylv1 	 pacbio
dicots 	 Stellaria_graminea 	 genomic_data 	 dcSteGram1 	 hic-arima2
dicots 	 Stellaria_holostea 	 genomic_data 	 dcSteHolo1 	 hic-arima2
dicots 	 Stellaria_holostea 	 genomic_data 	 dcSteHolo1 	 pacbio
dicots 	 Stellaria_media 	 genomic_data 	 dcSteMedi1 	 10x
dicots 	 Stellaria_media 	 genomic_data 	 dcSteMedi1 	 hic-arima2
dicots 	 Stellaria_media 	 genomic_data 	 dcSteMedi1 	 pacbio
dicots 	 Stellaria_palustris 	 genomic_data 	 dcStePalu1 	 hic-arima2
dicots 	 Stellaria_palustris 	 genomic_data 	 dcStePalu1 	 pacbio
dicots 	 Suaeda_maritima 	 genomic_data 	 dcSuaMari1 	 hic-arima2
dicots 	 Suaeda_maritima 	 genomic_data 	 dcSuaMari1 	 pacbio
dicots 	 Suaeda_vera 	 genomic_data 	 dcSuaVera1 	 hic-arima2
dicots 	 Suaeda_vera 	 genomic_data 	 dcSuaVera1 	 pacbio
dicots 	 Succisa_pratensis 	 genomic_data 	 daSucPrat4 	 hic-arima2
dicots 	 Succisa_pratensis 	 genomic_data 	 daSucPrat4 	 pacbio
dicots 	 Symphytum_orientale 	 genomic_data 	 daSymOrie1 	 hic-arima2
dicots 	 Symphytum_orientale 	 genomic_data 	 daSymOrie1 	 pacbio
dicots 	 Symphytum_tuberosum 	 genomic_data 	 daSymTube1 	 hic-arima2
dicots 	 Syringa_vulgaris 	 genomic_data 	 daSyrVulg1 	 hic-arima2
dicots 	 Syringa_vulgaris 	 genomic_data 	 daSyrVulg1 	 pacbio
dicots 	 Tamarix_gallica 	 genomic_data 	 dcTamGall1 	 hic-arima2
dicots 	 Tamarix_gallica 	 genomic_data 	 dcTamGall1 	 pacbio
dicots 	 Tanacetum_parthenium 	 genomic_data 	 daTanPart1 	 hic-arima2
dicots 	 Tanacetum_parthenium 	 genomic_data 	 daTanPart1 	 pacbio
dicots 	 Tanacetum_vulgare 	 genomic_data 	 daTanVulg1 	 10x
dicots 	 Tanacetum_vulgare 	 genomic_data 	 daTanVulg1 	 hic-arima2
dicots 	 Tanacetum_vulgare 	 genomic_data 	 daTanVulg1 	 pacbio
dicots 	 Taraxacum_amarellum 	 genomic_data 	 daTarAmar1 	 hic-arima2
dicots 	 Tellima_grandiflora 	 genomic_data 	 drTelGran1 	 pacbio
dicots 	 Tephroseris_integrifolia 	 genomic_data 	 daTepInte1 	 hic-arima2
dicots 	 Tephroseris_palustris 	 genomic_data 	 daTepPalu1 	 hic-arima2
dicots 	 Tephroseris_palustris 	 genomic_data 	 daTepPalu1 	 pacbio
dicots 	 Teucrium_botrys 	 genomic_data 	 daTeuBotr1 	 hic-arima2
dicots 	 Teucrium_botrys 	 genomic_data 	 daTeuBotr5 	 pacbio
dicots 	 Teucrium_chamaedrys 	 genomic_data 	 daTeuCham1 	 hic-arima2
dicots 	 Teucrium_chamaedrys 	 genomic_data 	 daTeuCham1 	 pacbio
dicots 	 Teucrium_scorodonia 	 genomic_data 	 daTeuScoo1 	 hic-arima2
dicots 	 Teucrium_scorodonia 	 genomic_data 	 daTeuScoo1 	 pacbio
dicots 	 Thalictrum_flavum 	 genomic_data 	 dmThaFlav1 	 hic-arima2
dicots 	 Thalictrum_flavum 	 genomic_data 	 dmThaFlav1 	 pacbio
dicots 	 Thalictrum_minus 	 genomic_data 	 dmThaMinu1 	 hic-arima2
dicots 	 Thesium_humifusum 	 genomic_data 	 drTheHumi2 	 hic-arima2
dicots 	 Thesium_humifusum 	 genomic_data 	 drTheHumi2 	 pacbio
dicots 	 Thymus_drucei 	 genomic_data 	 daThyDruc1 	 pacbio
dicots 	 Thymus_pulegioides 	 genomic_data 	 daThyPule1 	 hic-arima2
dicots 	 Thymus_serpyllum 	 genomic_data 	 daThySerp1 	 10x
dicots 	 Thymus_serpyllum 	 genomic_data 	 daThySerp1 	 hic-arima2
dicots 	 Thymus_serpyllum 	 genomic_data 	 daThySerp1 	 pacbio
dicots 	 Tilia_cordata 	 genomic_data 	 ddTilCord1 	 hic-arima2
dicots 	 Tolmiea_menziesii 	 genomic_data 	 drTolMenz1 	 hic-arima2
dicots 	 Torilis_japonica 	 genomic_data 	 drTorJapo1 	 hic-arima2
dicots 	 Torilis_japonica 	 genomic_data 	 drTorJapo1 	 pacbio
dicots 	 Tragopogon_porrifolius 	 genomic_data 	 daTraPorr1 	 hic-arima2
dicots 	 Tragopogon_pratensis 	 genomic_data 	 daTraPrat1 	 hic-arima2
dicots 	 Tragopogon_pratensis 	 genomic_data 	 daTraPrat1 	 pacbio
dicots 	 Trifolium_arvense 	 genomic_data 	 drTriArve1 	 hic-arima2
dicots 	 Trifolium_arvense 	 genomic_data 	 drTriArve1 	 pacbio
dicots 	 Trifolium_bocconei 	 genomic_data 	 drTriBocc1 	 hic-arima2
dicots 	 Trifolium_campestre 	 genomic_data 	 drTriCamp1 	 hic-arima2
dicots 	 Trifolium_campestre 	 genomic_data 	 drTriCamp1 	 pacbio
dicots 	 Trifolium_dubium 	 genomic_data 	 drTriDubi2 	 hic-arima2
dicots 	 Trifolium_dubium 	 genomic_data 	 drTriDubi3 	 pacbio
dicots 	 Trifolium_fragiferum 	 genomic_data 	 drTriFrag1 	 hic-arima2
dicots 	 Trifolium_fragiferum 	 genomic_data 	 drTriFrag1 	 pacbio
dicots 	 Trifolium_incarnatum 	 genomic_data 	 drTriInca1 	 hic-arima2
dicots 	 Trifolium_incarnatum 	 genomic_data 	 drTriInca1 	 pacbio
dicots 	 Trifolium_medium 	 genomic_data 	 drTriMedi1 	 hic-arima2
dicots 	 Trifolium_medium 	 genomic_data 	 drTriMedi1 	 pacbio
dicots 	 Trifolium_occidentale 	 genomic_data 	 drTriOcci1 	 hic-arima2
dicots 	 Trifolium_occidentale 	 genomic_data 	 drTriOcci1 	 pacbio
dicots 	 Trifolium_ochroleucon 	 genomic_data 	 drTriOchr1 	 hic-arima2
dicots 	 Trifolium_pratense 	 genomic_data 	 drTriPrat1 	 pacbio
dicots 	 Trifolium_pratense 	 genomic_data 	 drTriPrat2 	 hic-arima2
dicots 	 Trifolium_repens 	 genomic_data 	 drTriRepe1 	 hic-arima2
dicots 	 Trifolium_scabrum 	 genomic_data 	 drTriScab1 	 hic-arima2
dicots 	 Trifolium_scabrum 	 genomic_data 	 drTriScab1 	 pacbio
dicots 	 Trifolium_squamosum 	 genomic_data 	 drTriSqua1 	 hic-arima2
dicots 	 Trifolium_striatum 	 genomic_data 	 drTriStri1 	 hic-arima2
dicots 	 Trifolium_striatum 	 genomic_data 	 drTriStri1 	 pacbio
dicots 	 Trifolium_strictum 	 genomic_data 	 drTriStrc1 	 hic-arima2
dicots 	 Trifolium_strictum 	 genomic_data 	 drTriStrc1 	 pacbio
dicots 	 Trifolium_subterraneum 	 genomic_data 	 drTriSubt1 	 hic-arima2
dicots 	 Trifolium_subterraneum 	 genomic_data 	 drTriSubt1 	 pacbio
dicots 	 Tripleurospermum_maritimum 	 genomic_data 	 daTriMari1 	 hic-arima2
dicots 	 Tripleurospermum_maritimum 	 genomic_data 	 daTriMari1 	 pacbio
dicots 	 Tripolium_pannonicum 	 genomic_data 	 daTriPann2 	 hic-arima2
dicots 	 Tripolium_pannonicum 	 genomic_data 	 daTriPann2 	 pacbio
dicots 	 Trocdaris_verticillatum 	 genomic_data 	 drTroVert1 	 pacbio
dicots 	 Trollius_europaeus 	 genomic_data 	 dmTroEuro1 	 10x
dicots 	 Trollius_europaeus 	 genomic_data 	 dmTroEuro1 	 pacbio
dicots 	 Trollius_europaeus 	 genomic_data 	 dmTroEuro2 	 hic-arima2
dicots 	 Trollius_europaeus 	 genomic_data 	 dmTroEuro2 	 pacbio
dicots 	 Turritis_glabra 	 genomic_data 	 ddTurGlab1 	 hic-arima2
dicots 	 Tussilago_farfara 	 genomic_data 	 daTusFarf1 	 hic-arima2
dicots 	 Tussilago_farfara 	 genomic_data 	 daTusFarf1 	 pacbio
dicots 	 Ulex_europaeus 	 genomic_data 	 drUleEuro1 	 10x
dicots 	 Ulex_europaeus 	 genomic_data 	 drUleEuro1 	 hic-arima2
dicots 	 Ulex_europaeus 	 genomic_data 	 drUleEuro1 	 pacbio
dicots 	 Ulex_europaeus 	 genomic_data 	 drUleEuro2 	 pacbio
dicots 	 Ulex_minor 	 genomic_data 	 drUleMino1 	 hic-arima2
dicots 	 Ulex_minor 	 genomic_data 	 drUleMino1 	 pacbio
dicots 	 Ulmus_glabra 	 genomic_data 	 drUlmGlab3 	 hic-arima2
dicots 	 Ulmus_glabra 	 genomic_data 	 drUlmGlab3 	 pacbio
dicots 	 Ulmus_minor 	 genomic_data 	 drUlmMino1 	 hic-arima2
dicots 	 Ulmus_plotii 	 genomic_data 	 drUlmPlot1 	 hic-arima2
dicots 	 Ulmus_plotii 	 genomic_data 	 drUlmPlot1 	 pacbio
dicots 	 Ulmus_procera 	 genomic_data 	 drUlmProc1 	 hic-arima2
dicots 	 Ulmus_procera 	 genomic_data 	 drUlmProc1 	 pacbio
dicots 	 Umbilicus_rupestris 	 genomic_data 	 drUmbRupe1 	 hic-arima2
dicots 	 Umbilicus_rupestris 	 genomic_data 	 drUmbRupe1 	 pacbio
dicots 	 Urtica_dioica 	 genomic_data 	 drUrtDioi1 	 hic-arima2
dicots 	 Urtica_dioica 	 genomic_data 	 drUrtDioi1 	 pacbio
dicots 	 Urtica_urens 	 genomic_data 	 drUrtUren1 	 10x
dicots 	 Urtica_urens 	 genomic_data 	 drUrtUren1 	 hic-arima2
dicots 	 Urtica_urens 	 genomic_data 	 drUrtUren1 	 pacbio
dicots 	 Utricularia_minor 	 genomic_data 	 daUtrMino1 	 hic-arima2
dicots 	 Utricularia_vulgaris 	 genomic_data 	 daUtrVulg1 	 hic-arima2
dicots 	 Vaccinium_myrtillus 	 genomic_data 	 ddVacMyrt1 	 hic-arima2
dicots 	 Vaccinium_myrtillus 	 genomic_data 	 ddVacMyrt1 	 pacbio
dicots 	 Vaccinium_oxycoccos 	 genomic_data 	 ddVacOxyc1 	 hic-arima2
dicots 	 Vaccinium_oxycoccos 	 genomic_data 	 ddVacOxyc1 	 pacbio
dicots 	 Vaccinium_uliginosum 	 genomic_data 	 ddVacUlig1 	 hic-arima2
dicots 	 Vaccinium_uliginosum 	 genomic_data 	 ddVacUlig1 	 pacbio
dicots 	 Vaccinium_vitis_idaea 	 genomic_data 	 ddVacViti1 	 hic-arima2
dicots 	 Vaccinium_vitis_idaea 	 genomic_data 	 ddVacViti1 	 pacbio
dicots 	 Valeriana_officinalis 	 genomic_data 	 daValOffi3 	 hic-arima2
dicots 	 Valeriana_officinalis 	 genomic_data 	 daValOffi3 	 pacbio
dicots 	 Valeriana_pyrenaica 	 genomic_data 	 daValPyre1 	 hic-arima2
dicots 	 Valeriana_pyrenaica 	 genomic_data 	 daValPyre1 	 pacbio
dicots 	 Valerianella_locusta 	 genomic_data 	 daValLocu1 	 hic-arima2
dicots 	 Verbascum_nigrum 	 genomic_data 	 daVerNigr1 	 hic-arima2
dicots 	 Verbascum_nigrum 	 genomic_data 	 daVerNigr1 	 pacbio
dicots 	 Verbascum_thapsus 	 genomic_data 	 daVerThap1 	 hic-arima2
dicots 	 Verbascum_thapsus 	 genomic_data 	 daVerThap1 	 pacbio
dicots 	 Verbena_officinalis 	 genomic_data 	 daVerOffi1 	 10x
dicots 	 Verbena_officinalis 	 genomic_data 	 daVerOffi1 	 hic-arima2
dicots 	 Verbena_officinalis 	 genomic_data 	 daVerOffi1 	 pacbio
dicots 	 Veronica_anagallis_aquatica 	 genomic_data 	 daVerAnag1 	 hic-arima2
dicots 	 Veronica_anagallis_aquatica 	 genomic_data 	 daVerAnag1 	 pacbio
dicots 	 Veronica_arvensis 	 genomic_data 	 daVerArve1 	 hic-arima2
dicots 	 Veronica_arvensis 	 genomic_data 	 daVerArve1 	 pacbio
dicots 	 Veronica_beccabunga 	 genomic_data 	 daVerBecc1 	 hic-arima2
dicots 	 Veronica_beccabunga 	 genomic_data 	 daVerBecc1 	 pacbio
dicots 	 Veronica_chamaedrys 	 genomic_data 	 daVerCham1 	 10x
dicots 	 Veronica_chamaedrys 	 genomic_data 	 daVerCham1 	 hic-arima2
dicots 	 Veronica_chamaedrys 	 genomic_data 	 daVerCham1 	 pacbio
dicots 	 Veronica_filiformis 	 genomic_data 	 daVerFili1 	 hic-arima2
dicots 	 Veronica_hederifolia 	 genomic_data 	 daVerHede1 	 pacbio
dicots 	 Veronica_hederifolia 	 genomic_data 	 daVerHede3 	 hic-arima2
dicots 	 Veronica_hederifolia 	 genomic_data 	 daVerHede4 	 pacbio
dicots 	 Veronica_hederifolia 	 genomic_data 	 daVerHede7 	 pacbio
dicots 	 Veronica_montana 	 genomic_data 	 daVerMont1 	 hic-arima2
dicots 	 Veronica_montana 	 genomic_data 	 daVerMont1 	 pacbio
dicots 	 Veronica_officinalis 	 genomic_data 	 daVerOffc1 	 hic-arima2
dicots 	 Veronica_officinalis 	 genomic_data 	 daVerOffc1 	 pacbio
dicots 	 Veronica_persica 	 genomic_data 	 daVerPers1 	 hic-arima2
dicots 	 Veronica_persica 	 genomic_data 	 daVerPers1 	 pacbio
dicots 	 Veronica_praecox 	 genomic_data 	 daVerPrae1 	 pacbio
dicots 	 Veronica_praecox 	 genomic_data 	 daVerPrae2 	 hic-arima2
dicots 	 Veronica_scutellata 	 genomic_data 	 daVerScut1 	 hic-arima2
dicots 	 Veronica_serpyllifolia 	 genomic_data 	 daVerSerp1 	 hic-arima2
dicots 	 Veronica_serpyllifolia 	 genomic_data 	 daVerSerp1 	 pacbio
dicots 	 Veronica_spicata 	 genomic_data 	 daVerSpic1 	 hic-arima2
dicots 	 Veronica_spicata 	 genomic_data 	 daVerSpic1 	 pacbio
dicots 	 Veronica_triphyllos 	 genomic_data 	 daVerTrip1 	 pacbio
dicots 	 Veronica_triphyllos 	 genomic_data 	 daVerTrip2 	 hic-arima2
dicots 	 Veronica_verna 	 genomic_data 	 daVerVern1 	 pacbio
dicots 	 Veronica_verna 	 genomic_data 	 daVerVern2 	 hic-arima2
dicots 	 Viburnum_lantana 	 genomic_data 	 daVibLant1 	 hic-arima2
dicots 	 Viburnum_lantana 	 genomic_data 	 daVibLant1 	 pacbio
dicots 	 Viburnum_opulus 	 genomic_data 	 daVibOpul1 	 hic-arima2
dicots 	 Viburnum_opulus 	 genomic_data 	 daVibOpul1 	 pacbio
dicots 	 Vicia_cracca 	 genomic_data 	 drVicCrac1 	 10x
dicots 	 Vicia_cracca 	 genomic_data 	 drVicCrac1 	 hic-arima2
dicots 	 Vicia_cracca 	 genomic_data 	 drVicCrac1 	 pacbio
dicots 	 Vicia_hirsuta 	 genomic_data 	 drVicHirs1 	 hic-arima2
dicots 	 Vicia_lathyroides 	 genomic_data 	 drVicLath1 	 hic-arima2
dicots 	 Vicia_lathyroides 	 genomic_data 	 drVicLath1 	 pacbio
dicots 	 Vicia_lutea 	 genomic_data 	 drVicLute1 	 hic-arima2
dicots 	 Vicia_parviflora 	 genomic_data 	 drVicParv2 	 hic-arima2
dicots 	 Vicia_sativa 	 genomic_data 	 drVicSati1 	 hic-arima2
dicots 	 Vicia_sativa 	 genomic_data 	 drVicSati1 	 pacbio
dicots 	 Vicia_sepium 	 genomic_data 	 drVicSepi1 	 hic-arima2
dicots 	 Vicia_sepium 	 genomic_data 	 drVicSepi1 	 pacbio
dicots 	 Vinca_minor 	 genomic_data 	 daVinMino1 	 hic-arima2
dicots 	 Vinca_minor 	 genomic_data 	 daVinMino1 	 pacbio
dicots 	 Viola_hirta 	 genomic_data 	 ddVioHirt1 	 hic-arima2
dicots 	 Viola_lutea 	 genomic_data 	 ddVioLute2 	 hic-arima2
dicots 	 Viola_lutea 	 genomic_data 	 ddVioLute3 	 pacbio
dicots 	 Viola_odorata 	 genomic_data 	 ddVioOdor1 	 hic-arima2
dicots 	 Viola_odorata 	 genomic_data 	 ddVioOdor1 	 pacbio
dicots 	 Viola_palustris 	 genomic_data 	 ddVioPalu1 	 hic-arima2
dicots 	 Viola_palustris 	 genomic_data 	 ddVioPalu1 	 pacbio
dicots 	 Viola_riviniana 	 genomic_data 	 ddVioRivi1 	 hic-arima2
dicots 	 Viola_riviniana 	 genomic_data 	 ddVioRivi1 	 pacbio
dicots 	 Viola_stagnina 	 genomic_data 	 ddVioStag2 	 hic-arima2
dicots 	 Viola_tricolor 	 genomic_data 	 ddVioTric1 	 hic-arima2
dicots 	 Viscaria_vulgaris 	 genomic_data 	 dcVisVulg1 	 hic-arima2
dicots 	 Viscaria_vulgaris 	 genomic_data 	 dcVisVulg1 	 pacbio
dicots 	 Viscum_album 	 genomic_data 	 drVisAlbu1 	 10x
dicots 	 Viscum_album 	 genomic_data 	 drVisAlbu1 	 hic-arima2
dicots 	 Viscum_album 	 genomic_data 	 drVisAlbu1 	 pacbio
dicots 	 Viscum_album 	 genomic_data 	 drVisAlbu8 	 hic-arima2
dicots 	 Viscum_album 	 genomic_data 	 drVisAlbu9 	 hic-arima2
monocots 	 Agrostis_capillaris 	 genomic_data 	 lpAgrCapi2 	 pacbio
monocots 	 Agrostis_capillaris 	 genomic_data 	 lpAgrCapi3 	 hic-arima2
monocots 	 Agrostis_gigantea 	 genomic_data 	 lpAgrGiga1 	 hic-arima2
monocots 	 Agrostis_gigantea 	 genomic_data 	 lpAgrGiga1 	 pacbio
monocots 	 Agrostis_stolonifera 	 genomic_data 	 lpAgrStol1 	 hic-arima2
monocots 	 Agrostis_stolonifera 	 genomic_data 	 lpAgrStol1 	 pacbio
monocots 	 Aira_praecox 	 genomic_data 	 lpAirPrae1 	 hic-arima2
monocots 	 Aira_praecox 	 genomic_data 	 lpAirPrae1 	 pacbio
monocots 	 Alisma_plantago_aquatica 	 genomic_data 	 laAliPlan1 	 hic-arima2
monocots 	 Alisma_plantago_aquatica 	 genomic_data 	 laAliPlan1 	 pacbio
monocots 	 Allium_ampeloprasum 	 genomic_data 	 lsAllAmpe1 	 hic-arima2
monocots 	 Allium_ampeloprasum 	 genomic_data 	 lsAllAmpe1 	 pacbio
monocots 	 Allium_paradoxum 	 genomic_data 	 lsAllPara1 	 hic-arima2
monocots 	 Allium_schoenoprasum 	 genomic_data 	 lsAllScho1 	 hic-arima2
monocots 	 Allium_schoenoprasum 	 genomic_data 	 lsAllScho1 	 pacbio
monocots 	 Allium_triquetrum 	 genomic_data 	 lsAllTriq1 	 hic-arima2
monocots 	 Allium_triquetrum 	 genomic_data 	 lsAllTriq1 	 pacbio
monocots 	 Allium_ursinum 	 genomic_data 	 lsAllUrsi1 	 hic-arima2
monocots 	 Allium_ursinum 	 genomic_data 	 lsAllUrsi1 	 pacbio
monocots 	 Allium_vineale 	 genomic_data 	 lsAllVine1 	 hic-arima2
monocots 	 Allium_vineale 	 genomic_data 	 lsAllVine1 	 pacbio
monocots 	 Alopecurus_geniculatus 	 genomic_data 	 lpAloGeni1 	 hic-arima2
monocots 	 Alopecurus_geniculatus 	 genomic_data 	 lpAloGeni1 	 pacbio
monocots 	 Alopecurus_pratensis 	 genomic_data 	 lpAloPrat1 	 hic-arima2
monocots 	 Alopecurus_pratensis 	 genomic_data 	 lpAloPrat1 	 pacbio
monocots 	 Ammophila_arenaria 	 genomic_data 	 lpAmmAren1 	 hic-arima2
monocots 	 Ammophila_arenaria 	 genomic_data 	 lpAmmAren1 	 pacbio
monocots 	 Anacamptis_pyramidalis 	 genomic_data 	 lsAnaPyra1 	 hic-arima2
monocots 	 Anacamptis_pyramidalis 	 genomic_data 	 lsAnaPyra1 	 pacbio
monocots 	 Anthoxanthum_odoratum 	 genomic_data 	 lpAntOdor1 	 hic-arima2
monocots 	 Anthoxanthum_odoratum 	 genomic_data 	 lpAntOdor1 	 pacbio
monocots 	 Aponogeton_distachyos 	 genomic_data 	 laApoDist1 	 hic-arima2
monocots 	 Aponogeton_distachyos 	 genomic_data 	 laApoDist1 	 pacbio
monocots 	 Arrhenatherum_elatius 	 genomic_data 	 lpArrElat1 	 hic-arima2
monocots 	 Arrhenatherum_elatius 	 genomic_data 	 lpArrElat1 	 pacbio
monocots 	 Arum_italicum 	 genomic_data 	 laAruItal1 	 hic-arima2
monocots 	 Arum_italicum 	 genomic_data 	 laAruItal1 	 pacbio
monocots 	 Arum_maculatum 	 genomic_data 	 laAruMacu1 	 hic-arima2
monocots 	 Arum_maculatum 	 genomic_data 	 laAruMacu1 	 pacbio
monocots 	 Asparagus_officinalis 	 genomic_data 	 lsAspOffi1 	 hic-arima2
monocots 	 Asparagus_officinalis 	 genomic_data 	 lsAspOffi1 	 pacbio
monocots 	 Avenella_flexuosa 	 genomic_data 	 lpAveFlex1 	 hic-arima2
monocots 	 Avenella_flexuosa 	 genomic_data 	 lpAveFlex1 	 pacbio
monocots 	 Avenella_flexuosa 	 genomic_data 	 lpAveFlex3 	 pacbio
monocots 	 Baldellia_ranunculoides 	 genomic_data 	 laBalRanu1 	 hic-arima2
monocots 	 Baldellia_ranunculoides 	 genomic_data 	 laBalRanu1 	 pacbio
monocots 	 Bolboschoenus_maritimus 	 genomic_data 	 lpBolMari1 	 pacbio
monocots 	 Bolboschoenus_maritimus 	 genomic_data 	 lpBolMari2 	 hic-arima2
monocots 	 Brachypodium_pinnatum 	 genomic_data 	 lpBraPinn1 	 hic-arima2
monocots 	 Brachypodium_pinnatum 	 genomic_data 	 lpBraPinn1 	 pacbio
monocots 	 Brachypodium_sylvaticum 	 genomic_data 	 lpBraSylv1 	 hic-arima2
monocots 	 Brachypodium_sylvaticum 	 genomic_data 	 lpBraSylv1 	 pacbio
monocots 	 Briza_media 	 genomic_data 	 lpBriMedi1 	 pacbio
monocots 	 Briza_media 	 genomic_data 	 lpBriMedi2 	 pacbio
monocots 	 Bromus_benekenii 	 genomic_data 	 lpBroBenk1 	 hic-arima2
monocots 	 Bromus_benekenii 	 genomic_data 	 lpBroBenk1 	 pacbio
monocots 	 Bromus_hordeaceus 	 genomic_data 	 lpBroHord1 	 hic-arima2
monocots 	 Bromus_hordeaceus 	 genomic_data 	 lpBroHord1 	 pacbio
monocots 	 Bromus_interruptus 	 genomic_data 	 lpBroIntr1 	 hic-arima2
monocots 	 Bromus_interruptus 	 genomic_data 	 lpBroIntr1 	 pacbio
monocots 	 Bromus_secalinus 	 genomic_data 	 lpBroSeca1 	 hic-arima2
monocots 	 Bromus_secalinus 	 genomic_data 	 lpBroSeca1 	 pacbio
monocots 	 Bromus_sterilis 	 genomic_data 	 lpBroSter1 	 hic-arima2
monocots 	 Bromus_sterilis 	 genomic_data 	 lpBroSter1 	 pacbio
monocots 	 Butomus_umbellatus 	 genomic_data 	 laButUmbe1 	 10x
monocots 	 Butomus_umbellatus 	 genomic_data 	 laButUmbe1 	 hic-arima2
monocots 	 Butomus_umbellatus 	 genomic_data 	 laButUmbe1 	 pacbio
monocots 	 Carex_acutiformis 	 genomic_data 	 lpCarAcui1 	 hic-arima2
monocots 	 Carex_acutiformis 	 genomic_data 	 lpCarAcui1 	 pacbio
monocots 	 Carex_arenaria 	 genomic_data 	 lpCarAren1 	 hic-arima2
monocots 	 Carex_arenaria 	 genomic_data 	 lpCarAren1 	 pacbio
monocots 	 Carex_bigelowii 	 genomic_data 	 lpCarBige1 	 hic-arima2
monocots 	 Carex_bigelowii 	 genomic_data 	 lpCarBige1 	 pacbio
monocots 	 Carex_bigelowii 	 genomic_data 	 lpCarBige2 	 pacbio
monocots 	 Carex_buxbaumii 	 genomic_data 	 lpCarBuxb1 	 hic-arima2
monocots 	 Carex_capillaris 	 genomic_data 	 lpCarCapi1 	 pacbio
monocots 	 Carex_capillaris 	 genomic_data 	 lpCarCapi2 	 hic-arima2
monocots 	 Carex_capillaris 	 genomic_data 	 lpCarCapi2 	 pacbio
monocots 	 Carex_caryophyllea 	 genomic_data 	 lpCarCary1 	 hic-arima2
monocots 	 Carex_caryophyllea 	 genomic_data 	 lpCarCary1 	 pacbio
monocots 	 Carex_depauperata 	 genomic_data 	 lpCarDepa1 	 hic-arima2
monocots 	 Carex_depauperata 	 genomic_data 	 lpCarDepa1 	 pacbio
monocots 	 Carex_distans 	 genomic_data 	 lpCarDist1 	 hic-arima2
monocots 	 Carex_distans 	 genomic_data 	 lpCarDist1 	 pacbio
monocots 	 Carex_disticha 	 genomic_data 	 lpCarDisi1 	 hic-arima2
monocots 	 Carex_disticha 	 genomic_data 	 lpCarDisi1 	 pacbio
monocots 	 Carex_divulsa 	 genomic_data 	 lpCarDivu1 	 hic-arima2
monocots 	 Carex_divulsa 	 genomic_data 	 lpCarDivu1 	 pacbio
monocots 	 Carex_elata 	 genomic_data 	 lpCarElat1 	 hic-arima2
monocots 	 Carex_elata 	 genomic_data 	 lpCarElat1 	 pacbio
monocots 	 Carex_extensa 	 genomic_data 	 lpCarExte1 	 hic-arima2
monocots 	 Carex_hirta 	 genomic_data 	 lpCarHirt1 	 hic-arima2
monocots 	 Carex_hirta 	 genomic_data 	 lpCarHirt1 	 pacbio
monocots 	 Carex_laevigata 	 genomic_data 	 lpCarLaev1 	 hic-arima2
monocots 	 Carex_laevigata 	 genomic_data 	 lpCarLaev1 	 pacbio
monocots 	 Carex_lasiocarpa 	 genomic_data 	 lpCarLasi1 	 hic-arima2
monocots 	 Carex_lepidocarpa 	 genomic_data 	 lpCarLepi1 	 hic-arima2
monocots 	 Carex_lepidocarpa 	 genomic_data 	 lpCarLepi1 	 pacbio
monocots 	 Carex_leporina 	 genomic_data 	 lpCarLepo1 	 pacbio
monocots 	 Carex_leporina 	 genomic_data 	 lpCarLepo2 	 hic-arima2
monocots 	 Carex_montana 	 genomic_data 	 lpCarMont1 	 hic-arima2
monocots 	 Carex_montana 	 genomic_data 	 lpCarMont1 	 pacbio
monocots 	 Carex_nigra 	 genomic_data 	 lpCarNigr1 	 hic-arima2
monocots 	 Carex_nigra 	 genomic_data 	 lpCarNigr1 	 pacbio
monocots 	 Carex_nigra 	 genomic_data 	 lpCarNigr3 	 pacbio
monocots 	 Carex_otrubae 	 genomic_data 	 lpCarOtru1 	 hic-arima2
monocots 	 Carex_otrubae 	 genomic_data 	 lpCarOtru1 	 pacbio
monocots 	 Carex_pallescens 	 genomic_data 	 lpCarPall1 	 hic-arima2
monocots 	 Carex_pallescens 	 genomic_data 	 lpCarPall1 	 pacbio
monocots 	 Carex_panicea 	 genomic_data 	 lpCarPani1 	 hic-arima2
monocots 	 Carex_panicea 	 genomic_data 	 lpCarPani1 	 pacbio
monocots 	 Carex_paniculata 	 genomic_data 	 lpCarPanc1 	 hic-arima2
monocots 	 Carex_paniculata 	 genomic_data 	 lpCarPanc1 	 pacbio
monocots 	 Carex_pendula 	 genomic_data 	 lpCarPend1 	 hic-arima2
