species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Coincya_wrightii	ddCoiWrig1	2	31	99.1959	99.2148	0.785156	0.804118	NA	872798121	425019545	425668406	447113358	447795949	83.1244	95.6788	0.0856239	0.0856239
Comarum_palustre	drComPalu1	2	31	98.6394	98.6806	1.31941	1.36057	NA	567857435	239293809	240382829	327277329	328766758	81.5068	95.8366	0.215803	0.215803
Conium_maculatum	drConMacu1	2	31	98.9936	99.0233	0.976712	1.00642	NA	360199844	180735701	181228497	178974415	179462410	78.6788	93.225	0.111848	0.111848
Conopodium_majus	drConMaju1	2	31	99.1297	99.1804	0.819628	0.870308	NA	762609812	418334794	419791758	342951629	344146051	73.9158	97.3464	0.193764	0.193764
Convolvulus_arvensis	daConArve2	2	31	98.4564	98.5314	1.46862	1.54356	NA	1302664100	730446250	735335420	567887210	571688307	56.6785	96.6559	0.150183	0.150183
Cornus_suecica	drCorSuec1	2	31	99.2363	99.3012	0.698808	0.763749	NA	249254	93138	93873	155140	156366	78.2095	83.9161	5.89203	5.89203
Cornus_suecica	drCorSuec2	2	31	99.7727	99.8124	0.187604	0.227295	NA	980570953	473426329	474436513	506100694	507180598	77.3938	93.9158	0.0800554	0.0800554
Corylus_avellana	dhCorAvel1	2	31	98.81	98.8353	1.1647	1.19	NA	353767055	106383033	106730662	246807901	247614397	85.6861	98.0869	0.669768	0.669768
Corylus_colurna	dhCorColu1	2	31	98.8227	98.8382	1.16181	1.17727	NA	363119725	102386353	102575188	260399131	260879395	87.0452	97.6515	0.134397	0.134397
Cotoneaster_cambricus	drCotCamb1	2	31	99.2935	99.4004	0.599616	0.706498	NA	541809320	193096149	195454380	345444604	349663426	77.0554	78.2338	0.332882	0.332882
Cotoneaster_horizontalis	drCotHori1	4	31	NA	NA	NA	NA	NA	622842542	250203981	250945080	371718861	372819884	87.3768	94.6086	0.101863	0.101863
Cotoneaster_integrifolius	drCotIntg1	4	31	NA	NA	NA	NA	NA	560353478	208635820	209633396	350384389	352059725	87.3139	95.565	0.105795	0.105795
Crassula_helmsii	drCraHelm2	4	31	NA	NA	NA	NA	NA	258256047	81791124	81883202	176319718	176518213	91.4364	95.7802	0.134488	0.134488
Crataegus_laevigata	drCraLaev2	2	31	98.3566	98.3848	1.61518	1.64338	NA	724425315	339761587	340775040	383586520	384730696	81.2999	97.9237	0.140428	0.140428
Crataegus_monogyna	drCraMono1	2	31	99.001	99.0182	0.981842	0.999046	NA	693517263	294716042	295153664	398287085	398878500	84.9706	96.3679	0.0915352	0.0915352
Crepis_capillaris	daCreCapi1	2	31	98.3818	98.4459	1.55409	1.61815	NA	1885256465	1194427509	1203098095	684035545	689001095	70.5717	97.7987	0.162538	0.162538
Crepis_paludosa	daCrePalu1	2	31	99.3593	99.4518	0.548246	0.640675	NA	4081224582	2893154974	2915256811	1172598833	1181556732	61.5429	95.4077	0.109274	0.109274
Crepis_vesicaria	daCreVesi1	2	31	98.8303	98.965	1.035	1.16971	NA	2468651668	1774316251	1800505069	676381824	686365186	62.5362	96.7619	0.140596	0.140596
Crithmum_maritimum	drCriMari1	2	31	90.0328	97.7468	2.25315	9.9672	NA	851872767	574895957	589375516	266512563	273225055	53.1992	80.6483	0.478804	0.478804
Cruciata_laevipes	daCruLaev1	2	31	99.3103	99.3327	0.667341	0.689673	NA	305405060	125012878	125268961	180080017	180448903	79.951	95.3462	0.0876952	0.0876952
Cuscuta_epithymum	daCusEpit1	2	31	98.5605	98.6121	1.38791	1.43947	NA	537167779	270119424	272446189	264754575	267035128	77.0171	96.0599	0.225892	0.225892
Cymbalaria_muralis	daCymMura1	2	31	99.7896	99.8179	0.182108	0.2104	NA	558757165	303258759	303911895	254897994	255446974	80.3015	95.5322	0.164904	0.164904
Cynoglossum_officinale	daCynOffi1	2	31	99.8588	99.9424	0.0575584	0.141237	NA	825494109	405214883	406711079	418760826	420307038	75.13	97.9285	0.106489	0.106489
Cytisus_scoparius	drCytScop1	4	31	NA	NA	NA	NA	NA	425560606	178510942	178786619	246721570	247102586	86.0064	93.1794	0.0943995	0.0943995
Daboecia_cantabrica	ddDabCant1	2	31	98.7371	98.7608	1.23916	1.26288	NA	366911118	120582330	120939785	245786559	246515170	84.3819	97.0495	0.174718	0.174718
Daphne_laureola	ddDapLaur1	2	31	93.3349	96.5375	3.46251	6.66512	NA	1017695332	780852918	811064055	217888465	226318553	44.7355	72.7041	0.527409	0.527409
Daphne_mezereum	ddDapMeze1	2	31	86.5724	99.6933	0.306683	13.4276	NA	1545395344	1084114952	1088865369	457909327	459915812	64.8322	85.7783	0.347466	0.347466
Dasiphora_fruticosa	drDasFrut1	4	31	NA	NA	NA	NA	NA	241548745	88850871	89117342	152336746	152793615	92.955	93.7047	0.10997	0.10997
Daucus_carota	drDauCaro2	2	31	98.4346	98.4647	1.53531	1.56536	NA	484504038	235593328	236342843	248142455	248931893	80.4483	97.8642	0.190265	0.190265
Descurainia_sophia	ddDesSoph1	2	31	92.1293	92.7994	7.20055	7.87074	NA	162214653	57422649	57452428	104749965	104804287	93.1547	97.2725	0.0963602	0.0963602
Dianthus_deltoides	dcDiaDelt1	2	31	99.3859	99.4132	0.586805	0.614111	NA	393741085	197316908	197786024	195957233	196423116	81.9976	90.7562	0.162981	0.162981
Diapensia_lapponica	ddDiaLapp1	2	31	86.321	99.8756	0.1244	13.679	NA	941057101	649958416	652483261	289277931	290401668	63.9615	84.2573	0.148712	0.148712
Digitalis_purpurea	daDigPurp3	2	31	98.6419	98.6724	1.32757	1.35813	NA	855202214	525700821	527174654	328305940	329226365	80.5498	94.0612	0.351698	0.351698
Dipsacus_fullonum	daDipFull1	2	31	99.7993	100	0	0.200733	NA	2909731336	1625406291	1630935871	1279392420	1283744871	73.5986	98.331	0.085083	0.085083
Disphyma_crassifolium	dcDisCras1	2	31	95.9125	99.3054	0.694582	4.08751	NA	1231124160	1086011989	1260032435	60098179	69728194	73.9657	96.5872	0.156416	0.156416
Doronicum_pardalianches	daDorPard1	2	31	86.009	100	0	13.991	NA	1520521429	1071640360	1080889303	442375677	446193663	54.5812	83.9902	0.17037	0.17037
Draba_incana	ddDraInca1	2	31	92.2232	95.877	4.12302	7.77677	NA	324027827	165851941	166633818	157415687	158157793	79.5531	88.5367	0.17983	0.17983
Draba_verna	ddDraVern1	2	31	90.54	97.1014	2.89856	9.45997	NA	500791795	265290660	266245692	234602957	235447515	76.9328	82.0734	0.198675	0.198675
Drosera_anglica	dcDroAngl2	2	31	94.122	96.6786	3.32144	5.87798	NA	494176883	360282710	383077461	119191352	126732477	48.6297	80.3319	1.29701	1.29701
Drosera_anglica	dcDroAngl3	2	31	94.8455	96.5987	3.40126	5.15451	NA	389260047	306395795	320711316	74176594	77642296	44.5594	85.2169	1.60199	1.60199
Drosera_rotundifolia	dcDroRotu3	2	31	99.7534	99.8661	0.133873	0.246625	NA	1173425943	645327199	647543263	526090858	527897462	70.3017	94.7064	0.0752359	0.0752359
Dryas_octopetala	drDryOcto1	2	31	98.9726	98.9973	1.00268	1.02739	NA	235161434	80001940	80352084	154647121	155323965	86.8236	97.6557	0.152676	0.152676
Echium_vulgare	daEchVulg1	2	31	98.5938	98.6453	1.35471	1.4062	NA	717678589	605469378	609112895	110062750	110725072	81.7305	95.3291	0.338536	0.338536
Empetrum_nigrum	ddEmpNigr1	4	31	NA	NA	NA	NA	NA	514430428	225863558	227453003	286769445	288787498	84.525	97.9791	0.12525	0.12525
Epilobium_brunnescens	drEpiBrun2	2	31	99.9509	100	0	0.049113	NA	309199648	156342839	157954765	151279120	152838838	80.679	94.2732	0.311979	0.311979
Epilobium_ciliatum	drEpiCili1	2	31	99.8974	99.9173	0.0826869	0.102641	NA	321113129	165294880	165600550	155521889	155809486	81.7033	97.4081	0.128717	0.128717
Epilobium_hirsutum	drEpiHirs1	2	31	99.8575	99.8917	0.108299	0.142454	NA	348090594	195999476	196645537	151519308	152018752	83.8877	97.5066	0.113066	0.113066
Epilobium_palustre	drEpiPalu1	2	31	99.9012	100	0	0.0987618	NA	331228248	175056541	177005906	154347799	156066559	74.4958	98.9832	0.243549	0.243549
Epilobium_palustre	drEpiPalu3	2	31	99.8989	99.9211	0.0789013	0.101071	NA	283731216	129048868	129295271	154411989	154706820	80.0384	93.7163	0.331996	0.331996
Eranthis_hyemalis	dmEraHyem1	2	31	99.4549	100	0	0.545113	NA	11363926901 bp 	6883459962	7076665423	4325339305	4446743246	70.1315	99.1323	0.0665622	0.0665622
Erica_ciliaris	ddEriCili1	2	31	98.9357	98.9547	1.04532	1.0643	NA	437181795	160529496	160831691	276241577	276761599	85.0693	95.3514	0.18061	0.18061
Erica_ciliaris	ddEriCili2	2	31	98.6521	98.6747	1.32527	1.34794	NA	359660996	110928672	111365374	248027146	249003576	88.0142	98.5115	0.160784	0.160784
Erica_cinerea	ddEriCine1	2	31	99.1719	99.2378	0.762179	0.828058	NA	465884038	195371008	196013340	269749683	270636554	76.4042	97.1069	1.21248	1.21248
Erica_mackaiana	ddEriMack1	2	31	94.2819	95.0377	4.96229	5.7181	NA	456219644	240698557	243713338	212699325	215363412	73.1556	94.3893	1.15912	1.15912
Erica_tetralix	ddEriTetr1	2	31	99.2752	99.4141	0.585868	0.724813	NA	421485800	146984954	147913103	273178443	274903451	81.8885	97.8457	0.0922971	0.0922971
Erigeron_borealis	daEriBore1	2	31	94.7449	96.5535	3.44652	5.2551	NA	411642376	330943735	346667625	71363158	74753784	41.6455	73.4803	0.908601	0.908601
Erinus_alpinus	daEriAlpn1	2	31	96.6225	97.3515	2.64848	3.37753	NA	66091088	54373281	57128849	10123880	10636945	49.9691	85.4195	5.44428	5.44428
Erodium_cicutarium	drEroCicu1	2	31	95.3839	95.4847	4.51528	4.61609	NA	436195348	183703926	184040461	252092610	252554430	83.3756	94.6676	0.192046	0.192046
Erodium_maritimum	drEroMari1	2	31	89.1251	97.7557	2.24427	10.8749	NA	170679874	117205563	120061742	51444138	52697779	31.426	62.4323	1.86515	1.86515
Erodium_maritimum	drEroMari8	2	31	99.8628	99.8883	0.111679	0.137178	NA	800368764	310187421	311030220	489096963	490425871	81.5127	98.0771	0.2094	0.2094
Erodium_moschatum	drEroMosc1	2	31	99.8419	99.8666	0.133385	0.158139	NA	783240538	316965774	317661523	465417028	466438634	80.4915	93.7822	0.130643	0.130643
Eryngium_campestre	drEryCamp1	4	31	NA	NA	NA	NA	NA	843790252	381363505	382313258	461378663	462527688	82.9049	92.3612	0.0917583	0.0917583
Eryngium_maritimum	drEryMari1	2	31	99.7803	99.808	0.191991	0.21966	NA	1118444190	567591825	568826596	549638443	550834157	75.9282	95.9528	0.0953358	0.0953358
Erythranthe_lutea	daEryLute1	2	31	99.5464	99.574	0.425956	0.453575	NA	672605234	382905078	383990131	288749855	289568097	81.5667	95.5915	0.467051	0.467051
Euonymus_europaeus	drEuoEuro1	2	31	99.6846	99.7037	0.296298	0.315394	NA	440631021	195077851	195352829	245243054	245588745	62.4954	96.4914	0.232619	0.232619
Eupatorium_cannabinum	daEupCann1	2	31	99.3162	99.3506	0.649423	0.683799	NA	2375981649	1471563179	1476212248	900677104	903522588	71.907	96.5448	0.0879879	0.0879879
Euphorbia_amygdaloides	ddEupAmyg1	2	31	93.3824	96.729	3.27102	6.61762	NA	1267574591	1062241832	1096852277	185334022	191372660	41.8679	79.9846	0.387289	0.387289
Euphorbia_exigua	ddEupExig3	4	31	NA	NA	NA	NA	NA	363637630	176697690	176929059	186702177	186946645	85.0937	92.6946	0.265941	0.265941
Euphorbia_helioscopia	ddEupHeli1	4	31	NA	NA	NA	NA	NA	465245303	265111816	267257648	198265743	199870518	77.3524	88.5427	0.212428	0.212428
Euphorbia_hyberna	ddEupHybe1	4	31	NA	NA	NA	NA	NA	1156184390	892316089	902572367	257299217	260256613	61.6061	88.3276	0.109411	0.109411
Euphorbia_lathyris	ddEupLath1	2	31	99.779	100	0	0.221011	NA	1230097672	764625591	769634657	461469116	464492202	45.6119	97.5466	0.155985	0.155985
Euphorbia_maculata	ddEupMacu1	2	31	99.9176	99.9737	0.0263365	0.0824044	NA	773691187	301039332	301587187	471949122	472808012	81.9003	98.2432	0.149421	0.149421
Euphorbia_paralias	ddEupPara1	2	31	99.7121	99.7482	0.251838	0.28795	NA	744683916	440572625	442241767	302705970	303852794	75.7221	91.1129	0.112052	0.112052
Euphorbia_peplus	ddEupPepu3	2	31	99.9338	99.9483	0.0517084	0.0662153	NA	355397449	163800043	163949402	191435521	191610079	61.9787	96.7964	0.166458	0.166458
Euphrasia_confusa	daEupConf1	4	31	NA	NA	NA	NA	NA	468631991	327281711	331067959	138670533	140274781	75.8428	92.1195	0.119529	0.119529
Euphrasia_foulaensis	daEupFoul1	2	31	97.0448	97.5219	2.4781	2.95517	NA	17070625	14700239	15325263	2022282	2108266	25.0098	85.7433	2.62245	2.62245
Euphrasia_tetraquetra	daEupTetr2	2	31	91.9287	97.4524	2.54756	8.07127	NA	203644082	160670104	166589531	39355935	40805891	44.5607	83.49	1.34516	1.34516
Euphrasia_tetraquetra	daEupTetr3	2	31	99.8019	100	0	0.198066	NA	975015627	670530164	677050537	299790492	302705717	65.9665	94.9987	0.145129	0.145129
Fagus_sylvatica	dhFagSylv1	2	31	98.7083	98.7434	1.25657	1.29168	NA	474715980	213732137	215035089	259545631	261127871	81.2179	97.6355	0.125483	0.125483
Fallopia_baldschuanica	dcFalBald1	2	31	94.8284	95.3252	4.67476	5.17161	NA	1306091734	771785094	777240637	529722834	533467304	73.7198	94.6937	0.220305	0.220305
Fallopia_convolvulus	dcFalConv1	2	31	90.94	95.8976	4.1024	9.06005	NA	672644452	355882728	357267785	315457869	316685596	74.2849	91.9413	0.167014	0.167014
Fallopia_sachalinensis	dcFalSach1	4	31	NA	NA	NA	NA	NA	2228901078	1264544782	1277865055	952739432	962775256	74.9111	97.3148	0.144469	0.144469
Ficaria_verna	dmFicVern1	2	31	96.7562	97.4669	2.53308	3.24377	NA	820707201	691977288	733722183	105382973	111740408	47.7607	87.2312	2.07804	2.07804
Filago_lutescens	daFilLute1	2	31	99.9713	100	0	0.0286791	NA	769810911	325106862	326362387	443223307	444934984	77.4092	86.0388	0.172493	0.172493
Filago_pyramidata	daFilPyra1	2	31	99.9306	99.9464	0.0535561	0.0693607	NA	707098762	256463395	256780147	450199245	450755276	85.5308	98.2885	0.316928	0.316928
Filipendula_ulmaria	drFilUlma1	2	31	98.9996	99.0228	0.977228	1.00041	NA	287967314	126653306	126973176	160951286	161357777	64.106	97.0368	0.24148	0.24148
Filipendula_vulgaris	drFilVulg1	2	31	99.7632	100	0	0.236768	NA	1363644708	1182897454	1225814699	156875835	162567519	47.9744	68.7537	0.317432	0.317432
Fragaria_moschata	drFraMosc1	2	31	0	100	0	100	NA	113479576	38695550	38863395	74538976	74862294	83.5358	83.5358	0.385808	0.385808
Fragaria_vesca	drFraVesc1	2	31	99.7857	99.8213	0.178659	0.214308	NA	240273088	79989703	80254632	159886802	160416352	80.3486	87.5859	0.17687	0.17687
Frangula_alnus	drFraAlnu1	2	31	99.6104	99.629	0.371002	0.389575	NA	314221642	146621769	146844695	167361362	167615820	82.671	96.3405	0.0817998	0.0817998
Frankenia_laevis	dcFraLaev1	2	31	97.1024	97.247	2.753	2.89763	NA	1208056006	699658554	708294573	501032723	507217066	67.402	90.7592	0.665955	0.665955
Fraxinus_excelsior	daFraExce3	2	31	98.428	98.4558	1.54423	1.57204	NA	767696735	245777060	246618894	520609408	522392595	84.6538	98.1365	0.113548	0.113548
Fuchsia_magellanica	drFucMage1	2	31	98.5224	98.6494	1.35063	1.47762	NA	1257376924	550113746	565411232	690253694	709448172	73.9483	91.2876	0.281128	0.281128
Fumaria_bastardii	dmFumBast1	4	31	NA	NA	NA	NA	NA	336900727	313270522	314138335	23164858	23229029	90.5452	96.4025	0.0779036	0.0779036
Fumaria_densiflora	dmFumDens1	2	31	99.9487	99.9724	0.0276362	0.0512914	NA	812549149	383029722	383826029	428676546	429567753	83.4456	93.1357	0.175239	0.175239
Fumaria_muralis	dmFumMura1	2	31	95.075	95.9139	4.08608	4.92495	NA	330214735	232166587	232709271	97663113	97891399	80.5417	84.9865	0.0962194	0.0962194
Fumaria_muralis	dmFumMura2	2	31	95.1575	95.94	4.05996	4.84253	NA	268713261	169587775	170133809	98694276	99012050	82.2761	87.9197	0.171646	0.171646
Fumaria_occidentalis	dmFumOcci1	2	31	94.1009	96.5982	3.40176	5.89906	NA	13548112	10703849	10946314	2694215	2755244	50.0541	70.6506	4.93974	4.93974
Fumaria_purpurea	dmFumPurp1	4	31	NA	NA	NA	NA	NA	224053560	128457283	128707242	95378713	95564306	88.6539	93.881	0.27464	0.27464
Galatella_linosyris	daGalLino1	2	31	99.6396	99.6978	0.302174	0.360414	NA	4450737760	2883189428	2896637406	1557216797	1564480079	65.5504	96.091	0.0896148	0.0896148
Galega_officinalis	drGalOffi1	2	31	99.1491	99.2016	0.798412	0.850895	NA	1856618767	1391007806	1398087831	460909930	463255894	64.2432	94.9798	0.0734736	0.0734736
Galeopsis_tetrahit	daGalTetr1	2	31	93.3117	95.5649	4.43506	6.68834	NA	782731713	534712193	536544125	246683273	247528413	71.6762	85.9428	0.124274	0.124274
Galium_aparine	daGalApar1	2	31	85.8383	99.6125	0.387506	14.1617	NA	528266355	254580005	255105335	273142429	273706063	82.1175	88.1252	0.145028	0.145028
Galium_odoratum	daGalOdor1	2	31	98.9475	99.0242	0.975752	1.05251	NA	323724629	109106270	110175724	213047194	215135472	75.8009	86.0399	0.47872	0.47872
Galium_saxatile	daGalSaxa1	4	31	NA	NA	NA	NA	NA	637024563	352701053	379975121	261461156	281679722	66.681	93.0016	0.198321	0.198321
Galium_uliginosum	daGalUlig1	2	31	98.5273	98.5656	1.43445	1.47274	NA	541596051	266881162	267938836	273645928	274730412	73.9702	97.6846	0.237329	0.237329
Galium_verum	daGalVeru1	4	31	NA	NA	NA	NA	NA	729143953	393369630	394607049	334631089	335683735	84.1026	88.2048	0.204071	0.204071
Genista_anglica	drGenAngl1	2	31	98.9982	99.0127	0.98734	1.0018	NA	745612200	324098747	324567795	420974694	421583944	87.0624	97.1611	0.156435	0.156435
Genista_pilosa	drGenPilo1	2	31	97.7952	97.9518	2.04824	2.2048	NA	890584289	477406525	486225602	405101131	412584519	72.7918	96.3937	0.184964	0.184964
Genista_tinctoria	drGenTinc1	2	31	98.449	98.5047	1.49534	1.55098	NA	1670425144	1361048293	1365810157	306464902	307537123	73.8745	89.1755	0.119758	0.119758
Gentiana_pneumonanthe	daGenPneu1	2	31	96.7135	97.5345	2.46546	3.28645	NA	167327138	144868722	153826193	17586593	18674001	42.1186	84.5698	1.82177	1.82177
Gentiana_verna	daGenVern1	4	31	NA	NA	NA	NA	NA	978408032	610240692	614999811	364381680	367223405	69.6766	91.3041	0.0837468	0.0837468
Gentianella_amarella	daGenAmar1	4	31	NA	NA	NA	NA	NA	1673486382	1226331926	1231399537	443710984	445544546	67.3337	86.4483	0.104233	0.104233
Gentianella_campestris	daGenCamp1	2	31	99.7291	100	0	0.270869	NA	2410244728	1707744368	1732889609	685013330	695099632	61.7997	96.2801	0.0993384	0.0993384
Geranium_dissectum	drGerDiss1	2	31	0	100	0	100	NA	288455021	128381942	128815210	159587971	160126555	80.4302	86.1694	0.255834	0.255834
Geranium_lucidum	drGerLuci1	2	31	94.5408	94.6702	5.32977	5.45916	NA	353087008	112092984	112187235	240845706	241048216	89.5054	94.3784	0.155725	0.155725
Geranium_molle	drGerMoll1	2	31	99.9399	99.9571	0.0428923	0.0601081	NA	490603567	221895885	222127679	268451705	268732132	86.3646	93.4961	0.0794423	0.0794423
Geranium_phaeum	drGerPhae1	2	31	99.4002	99.5599	0.440094	0.599796	NA	1506926283	1024350630	1038765415	472119962	478763691	67.9268	94.0337	0.0714805	0.0714805
Geranium_pratense	drGerPrat1	2	31	99.6878	99.7709	0.229087	0.312186	NA	2135501154	1627292921	1635383489	502925858	505426303	64.1027	96.6275	0.103205	0.103205
Geranium_pyrenaicum	drGerPyre1	2	31	54.4648	100	0	45.5352	NA	572100164	357906948	358676457	213579521	214038722	82.1018	85.0894	0.138348	0.138348
Geranium_robertianum	drGerRobe1	2	31	94.5728	94.7286	5.27136	5.42718	NA	585206203	266014887	266303382	318874330	319220151	87.1038	94.2405	0.165467	0.165467
Geranium_rotundifolium	drGerRotu1	2	31	99.6489	99.6909	0.309073	0.35108	NA	503128722	189441918	190426162	312386559	314009561	79.0613	88.1466	0.105955	0.105955
Geranium_sanguineum	drGerSang1	2	31	96.624	98.9117	1.08833	3.37595	NA	2309486896	2095965154	2305788948	108441591	119297509	68.4847	89.0352	0.209578	0.209578
Geranium_sylvaticum	drGerSylv1	2	31	99.0523	99.1285	0.871504	0.947692	NA	1920375270	1470009124	1484894814	440740511	445203562	59.2611	97.8381	0.127849	0.127849
Geum_rivale	drGeuRiva1	2	31	98.9094	98.9384	1.06162	1.09062	NA	1067077523	549305420	550942651	516186591	517725109	77.5505	96.7468	0.261314	0.261314
Geum_urbanum	drGeuUrba1	2	31	83.4999	100	0	16.5001	NA	652392134	315169099	316013765	336351153	337252587	57.3973	89.154	0.354074	0.354074
Glaucium_flavum	dmGlaFlav1	2	31	99.7845	100	0	0.215537	NA	974839773	622426891	625374022	350115871	351773636	67.018	97.749	0.108546	0.108546
Glaux_maritima	ddGlaMari2	2	31	99.4317	99.4583	0.541739	0.568316	NA	1345187692	407938033	408651458	936075441	937712504	84.969	96.898	0.0822431	0.0822431
Glebionis_segetum	daGleSege1	4	31	NA	NA	NA	NA	NA	3158047682	2512653972	2556335578	618412003	629162878	60.7473	87.0819	0.113726	0.113726
Glechoma_hederacea	daGleHede1	4	31	NA	NA	NA	NA	NA	436209919	238368444	238973440	197289310	197790045	83.8095	92.4593	0.160488	0.160488
Gnaphalium_supinum	daGnaSupi1	2	31	99.879	99.9062	0.0937574	0.120955	NA	1082386791	576242424	577222180	505225765	506084775	79.9216	96.7816	0.229156	0.229156
Gnaphalium_uliginosum	daGnaUlig1	2	31	99.933	99.9485	0.0514999	0.066979	NA	368902909	126222398	126356960	242484082	242742587	86.7542	96.8715	0.392115	0.392115
Gunnera_manicata	drGunMani1	2	31	93.2133	96.8898	3.11023	6.78666	NA	4592721161	3304651082	3569580559	1117637280	1207236772	49.4695	81.7416	0.867981	0.867981
Gunnera_tinctoria	drGunTinc1	2	31	99.2908	99.3726	0.627441	0.709228	NA	8389869421	4901623951	4946761257	3449968294	3481737821	67.5966	95.5184	0.12355	0.12355
Halimione_portulacoides	dcHalPort1	2	31	94.7363	95.0873	4.91272	5.26368	NA	589007577	300380444	301313599	287715067	288608876	78.0376	93.1097	0.433316	0.433316
Hedera_helix	drHedHeli13	2	31	98.6132	99.0758	0.924216	1.38682	NA	1349288254	691236477	703965431	645853005	657746233	73.8845	97.8769	0.195876	0.195876
Hedera_helix	drHedHeli1	2	31	99.0729	99.0962	0.903822	0.927099	NA	1308183064	651521402	653371105	654809919	656668959	81.8399	97.2998	0.169481	0.169481
Hedera_helix	drHedHeli4	2	31	94.452	96.4246	3.57538	5.54796	NA	174540627	143405184	148956950	27882796	28962247	23.9698	76.7272	2.32718	2.32718
Hedera_hibernica	drHedHibe1	2	31	98.8684	98.9562	1.04379	1.13159	NA	1340059680	657352050	666888057	673126698	682891542	75.7447	88.3628	0.303494	0.303494
Helianthemum_apenninum	ddHelApen1	2	31	96.5655	97.5208	2.47924	3.4345	NA	233918900	208309399	223731259	17547453	18846551	38.9715	85.7166	1.09982	1.09982
