species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Cardamine hirsuta	ddCarHirs1.hap1.1	Chromosome	204548907	204537707	ddCarHirs1	2	31	99.9704	99.983	0.0170113	0.0295851	233286519	233496897	67406735	67467522	165879784	166029375	88.7365	95.3976	0.223478	0.223478
Cardamine hirsuta	ddCarHirs1.hap2.1	Scaffold	201353655	201343255	ddCarHirs1	2	31	99.9704	99.983	0.0170113	0.0295851	233286519	233496897	67406735	67467522	165879784	166029375	88.7365	95.3976	0.223478	0.223478
Carduus crispus	daCarCris1.hap1.1	Chromosome	735114895	735061095	daCarCris1	2	31	99.3533	99.424	0.576008	0.646692	805594078	809715812	425247776	427423510	380346302	382292302	75.2723	96.5495	0.208943	0.208943
Carduus crispus	daCarCris1.hap2.1	Scaffold	733005190	732946990	daCarCris1	2	31	99.3533	99.424	0.576008	0.646692	805594078	809715812	425247776	427423510	380346302	382292302	75.2723	96.5495	0.208943	0.208943
Carduus nutans	daCarNuta1.hap1.1	Chromosome	796649189	796574189	daCarNuta1	2	31	99.2122	99.2517	0.748309	0.787756	975157624	979897609	581226434	584051623	393931190	395845986	75.0699	95.9971	0.50892	0.50892
Carduus nutans	daCarNuta1.hap1.2	Chromosome	796649189	796574189	daCarNuta1	2	31	99.2122	99.2517	0.748309	0.787756	975157624	979897609	581226434	584051623	393931190	395845986	75.0699	95.9971	0.50892	0.50892
Carduus nutans	daCarNuta1.hap2.1	Scaffold	792539805	792463205	daCarNuta1	2	31	99.2122	99.2517	0.748309	0.787756	975157624	979897609	581226434	584051623	393931190	395845986	75.0699	95.9971	0.50892	0.50892
Carduus nutans	daCarNuta1.hap2.2	Scaffold	792539805	792463205	daCarNuta1	2	31	99.2122	99.2517	0.748309	0.787756	975157624	979897609	581226434	584051623	393931190	395845986	75.0699	95.9971	0.50892	0.50892
Carex acutiformis	lpCarAcui1.hap2.1	Scaffold	421249982	421207982	lpCarAcui1	2	31	98.7848	98.8136	1.18635	1.2152	418170043	419486304	161805489	162314799	256364554	257171505	82.053	98.0151	0.153796	0.153796
Carex acutiformis	lpCarAcui1.hap2.2	Scaffold	421249982	421207982	lpCarAcui1	2	31	98.7848	98.8136	1.18635	1.2152	418170043	419486304	161805489	162314799	256364554	257171505	82.053	98.0151	0.153796	0.153796
Carex acutiformis	lpCarAcui1.hap1.1	Chromosome	411490426	411430226	lpCarAcui1	2	31	98.7848	98.8136	1.18635	1.2152	418170043	419486304	161805489	162314799	256364554	257171505	82.053	98.0151	0.153796	0.153796
Carex acutiformis	lpCarAcui1.hap1.2	Chromosome	411490426	411430226	lpCarAcui1	2	31	98.7848	98.8136	1.18635	1.2152	418170043	419486304	161805489	162314799	256364554	257171505	82.053	98.0151	0.153796	0.153796
Carex arenaria	lpCarAren1.1	Chromosome	352283283	352249683	lpCarAren1	2	31	99.5508	99.5731	0.426868	0.449244	374178603	374946312	129404684	129670186	244773919	245276126	80.6026	93.6281	0.164247	0.164247
Carex arenaria	lpCarAren1.1 alternate haplotype	Scaffold	313565395	313565195	lpCarAren1	2	31	99.5508	99.5731	0.426868	0.449244	374178603	374946312	129404684	129670186	244773919	245276126	80.6026	93.6281	0.164247	0.164247
Carex caryophyllea	lpCarCary1.hap2.1	Scaffold	529759104	529687104	lpCarCary1	2	31	98.4645	98.5204	1.47964	1.53555	540151426	543375124	273508895	275141234	266642530	268233890	72.5384	98.0332	0.1956	0.1956
Carex caryophyllea	lpCarCary1.hap2.2	Scaffold	529759104	529687104	lpCarCary1	2	31	98.4645	98.5204	1.47964	1.53555	540151426	543375124	273508895	275141234	266642530	268233890	72.5384	98.0332	0.1956	0.1956
Carex caryophyllea	lpCarCary1.hap1.1	Chromosome	528340720	528276920	lpCarCary1	2	31	98.4645	98.5204	1.47964	1.53555	540151426	543375124	273508895	275141234	266642530	268233890	72.5384	98.0332	0.1956	0.1956
Carex caryophyllea	lpCarCary1.hap1.2	Chromosome	528340720	528276920	lpCarCary1	2	31	98.4645	98.5204	1.47964	1.53555	540151426	543375124	273508895	275141234	266642530	268233890	72.5384	98.0332	0.1956	0.1956
Carex depauperata	lpCarDepa1.1	Chromosome	702595164	702538564	lpCarDepa1	2	31	99.8062	99.8808	0.119224	0.193836	722162888	725260280	313078238	314421046	409084651	410839235	75.8445	97.6889	0.251693	0.251693
Carex depauperata	lpCarDepa1.1 alternate haplotype	Contig	13510833	13510833	lpCarDepa1	2	31	99.8062	99.8808	0.119224	0.193836	722162888	725260280	313078238	314421046	409084651	410839235	75.8445	97.6889	0.251693	0.251693
Carex distans	lpCarDist1.hap1.1	Chromosome	356706902	356476702	lpCarDist1	2	31	99.2104	99.2362	0.763753	0.789626	355121978	356319983	115274254	115663132	239847724	240656851	80.8547	96.4656	0.104372	0.104372
Carex distans	lpCarDist1.hap1.2	Chromosome	356706902	356476702	lpCarDist1	2	31	99.2104	99.2362	0.763753	0.789626	355121978	356319983	115274254	115663132	239847724	240656851	80.8547	96.4656	0.104372	0.104372
Carex distans	lpCarDist1.hap2.1	Scaffold	363683705	363459905	lpCarDist1	2	31	99.2104	99.2362	0.763753	0.789626	355121978	356319983	115274254	115663132	239847724	240656851	80.8547	96.4656	0.104372	0.104372
Carex distans	lpCarDist1.hap2.2	Scaffold	363683705	363459905	lpCarDist1	2	31	99.2104	99.2362	0.763753	0.789626	355121978	356319983	115274254	115663132	239847724	240656851	80.8547	96.4656	0.104372	0.104372
Carex divulsa	lpCarDivu1.1	Chromosome	388301220	388260220	lpCarDivu1	2	31	99.9337	99.9526	0.047387	0.0662591	449063887	449777988	170556744	170827963	278507143	278950025	81.6469	97.2149	0.117912	0.117912
Carex divulsa	lpCarDivu1.1 alternate haplotype	Contig	1730602	1730602	lpCarDivu1	2	31	99.9337	99.9526	0.047387	0.0662591	449063887	449777988	170556744	170827963	278507143	278950025	81.6469	97.2149	0.117912	0.117912
Carex echinata	lpCarEchi2.hap1.1	Chromosome	378733845	378725345	lpCarEchi1	2	31	74.16	100	0	25.84	140331980	145276286	65948833	68272403	74383147	77003882	59.4872	79.339	0.846992	0.846992
Carex echinata	lpCarEchi2.hap1.1	Chromosome	378733845	378725345	lpCarEchi2	2	31	99.8281	99.8507	0.149267	0.171897	374723123	375482660	115254867	115488480	259468256	259994180	82.3465	96.5639	0.121456	0.121456
Carex echinata	lpCarEchi2.hap2.1	Scaffold	369808596	369798396	lpCarEchi1	2	31	74.16	100	0	25.84	140331980	145276286	65948833	68272403	74383147	77003882	59.4872	79.339	0.846992	0.846992
Carex echinata	lpCarEchi2.hap2.1	Scaffold	369808596	369798396	lpCarEchi2	2	31	99.8281	99.8507	0.149267	0.171897	374723123	375482660	115254867	115488480	259468256	259994180	82.3465	96.5639	0.121456	0.121456
Carex elata	lpCarElat1.hap2.1	Scaffold	412354392	412280992	lpCarElat1	2	31	97.853	97.8934	2.10663	2.14703	377364302	378895665	150504131	151114885	226860170	227780780	81.5044	95.1777	0.163748	0.163748
Carex elata	lpCarElat1.hap2.2	Scaffold	412354392	412280992	lpCarElat1	2	31	97.853	97.8934	2.10663	2.14703	377364302	378895665	150504131	151114885	226860170	227780780	81.5044	95.1777	0.163748	0.163748
Carex elata	lpCarElat1.hap1.1	Chromosome	414860826	414787626	lpCarElat1	2	31	97.853	97.8934	2.10663	2.14703	377364302	378895665	150504131	151114885	226860170	227780780	81.5044	95.1777	0.163748	0.163748
Carex elata	lpCarElat1.hap1.2	Chromosome	414860826	414787626	lpCarElat1	2	31	97.853	97.8934	2.10663	2.14703	377364302	378895665	150504131	151114885	226860170	227780780	81.5044	95.1777	0.163748	0.163748
Carex extensa	lpCarExte1.hap1.1	Chromosome	312151058	312106058	lpCarExte1	2	31	99.8443	99.8675	0.132493	0.155682	355804573	356415687	100259731	100431932	255544842	255983755	86.9328	98.666	0.282156	0.282156
Carex extensa	lpCarExte1.hap2.1	Scaffold	308422035	308383635	lpCarExte1	2	31	99.8443	99.8675	0.132493	0.155682	355804573	356415687	100259731	100431932	255544842	255983755	86.9328	98.666	0.282156	0.282156
Carex hirta	lpCarHirt1.hap2.1	Scaffold	331113708	331066908	lpCarHirt1	2	31	99.0329	99.0599	0.940052	0.96706	370017290	370865153	146555202	146891021	223462088	223974132	86.1614	90.4003	0.131023	0.131023
Carex hirta	lpCarHirt1.hap1.1	Chromosome	334500218	334448818	lpCarHirt1	2	31	99.0329	99.0599	0.940052	0.96706	370017290	370865153	146555202	146891021	223462088	223974132	86.1614	90.4003	0.131023	0.131023
Carex laevigata	lpCarLaev1.1 alternate haplotype	Contig	217593215	217593215	lpCarLaev1	2	31	99.5673	99.5956	0.404411	0.432672	433296851	434630220	179099124	179650260	254197727	254979960	81.0837	92.0361	0.160592	0.160592
Carex laevigata	lpCarLaev1.1	Chromosome	376542772	376331172	lpCarLaev1	2	31	99.5673	99.5956	0.404411	0.432672	433296851	434630220	179099124	179650260	254197727	254979960	81.0837	92.0361	0.160592	0.160592
Carex nigra	lpCarNigr3.hap1.1	Chromosome	417602660	417526260	lpCarNigr1	2	31	98.3434	98.5566	1.44336	1.65664	13432305	13827371	9221410	9492627	4210894	4334744	48.707	92.5772	4.18609	4.18609
Carex nigra	lpCarNigr3.hap1.1	Chromosome	417602660	417526260	lpCarNigr3	2	31	97.8339	97.874	2.12604	2.16607	443472107	445466384	205099234	206021557	238372873	239444826	78.2915	97.3587	0.229846	0.229846
Carex nigra	lpCarNigr3.hap2.1	Scaffold	412781545	412696745	lpCarNigr1	2	31	98.3434	98.5566	1.44336	1.65664	13432305	13827371	9221410	9492627	4210894	4334744	48.707	92.5772	4.18609	4.18609
Carex nigra	lpCarNigr3.hap2.1	Scaffold	412781545	412696745	lpCarNigr3	2	31	97.8339	97.874	2.12604	2.16607	443472107	445466384	205099234	206021557	238372873	239444826	78.2915	97.3587	0.229846	0.229846
Carex pendula	lpCarPend1.1 alternate haplotype	Contig	2653880	2653880	lpCarPend1	2	31	99.856	99.8795	0.120509	0.144028	411835447	412816557	151966375	152328402	259869072	260488155	79.6408	96.5158	0.126405	0.126405
Carex pendula	lpCarPend1.1	Chromosome	362260125	362254125	lpCarPend1	2	31	99.856	99.8795	0.120509	0.144028	411835447	412816557	151966375	152328402	259869072	260488155	79.6408	96.5158	0.126405	0.126405
Carex riparia	lpCarRipa1.hap1.1	Chromosome	418508304	418468504	lpCarRipa1	2	31	98.4443	98.4805	1.51955	1.55569	430739660	432475567	166323291	166993584	264416369	265481983	82.5244	98.1075	0.0897688	0.0897688
Carex riparia	lpCarRipa1.hap1.2	Chromosome	418508304	418468504	lpCarRipa1	2	31	98.4443	98.4805	1.51955	1.55569	430739660	432475567	166323291	166993584	264416369	265481983	82.5244	98.1075	0.0897688	0.0897688
Carex riparia	lpCarRipa1.hap2.1	Scaffold	411139965	411106565	lpCarRipa1	2	31	98.4443	98.4805	1.51955	1.55569	430739660	432475567	166323291	166993584	264416369	265481983	82.5244	98.1075	0.0897688	0.0897688
Carex riparia	lpCarRipa1.hap2.2	Scaffold	411139965	411106565	lpCarRipa1	2	31	98.4443	98.4805	1.51955	1.55569	430739660	432475567	166323291	166993584	264416369	265481983	82.5244	98.1075	0.0897688	0.0897688
Carex rostrata	lpCarRost1.1	Chromosome	382330667	382321467	lpCarRost1	2	31	98.6424	98.6662	1.33377	1.35756	402972201	403982130	162060803	162466959	240911399	241515171	81.3901	95.9393	0.225982	0.225982
Carex rostrata	lpCarRost1.2	Chromosome	380999594	380990394	lpCarRost1	2	31	98.6424	98.6662	1.33377	1.35756	402972201	403982130	162060803	162466959	240911399	241515171	81.3901	95.9393	0.225982	0.225982
Carex rostrata	lpCarRost1.1 alternate haplotype	Contig	378280700	378280700	lpCarRost1	2	31	98.6424	98.6662	1.33377	1.35756	402972201	403982130	162060803	162466959	240911399	241515171	81.3901	95.9393	0.225982	0.225982
Carex spicata	lpCarSpic1.1 alternate haplotype	Scaffold	32121194	32112494	lpCarSpic1	2	31	99.8384	99.8994	0.100617	0.161626	420535908	421837923	142953679	143396276	277582229	278441647	80.6816	98.411	0.0948512	0.0948512
Carex spicata	lpCarSpic1.1	Chromosome	385537290	385536190	lpCarSpic1	2	31	99.8384	99.8994	0.100617	0.161626	420535908	421837923	142953679	143396276	277582229	278441647	80.6816	98.411	0.0948512	0.0948512
Carex sylvatica	lpCarSylv1.1	Chromosome	363239751	363199551	lpCarSylv1	2	31	99.7291	99.8246	0.175391	0.27086	431721012	433893251	167464758	168307370	264256255	265585881	77.3907	98.2826	0.147288	0.147288
Carex sylvatica	lpCarSylv1.1 alternate haplotype	Contig	64072641	64072641	lpCarSylv1	2	31	99.7291	99.8246	0.175391	0.27086	431721012	433893251	167464758	168307370	264256255	265585881	77.3907	98.2826	0.147288	0.147288
Carlina vulgaris	daCarVulg1.hap1.1	Chromosome	3741354831	3741107231	daCarVulg1	2	31	99.7363	100	0	0.263652	3853939174	3881624252	2421217293	2438610299	1432721881	1443013953	66.5394	96.9171	0.1003	0.1003
Carlina vulgaris	daCarVulg1.hap2.1	Scaffold	3695978500	3695737900	daCarVulg1	2	31	99.7363	100	0	0.263652	3853939174	3881624252	2421217293	2438610299	1432721881	1443013953	66.5394	96.9171	0.1003	0.1003
Carpinus betulus	dhCarBetu1.hap1.1	Chromosome	404221518	404194618	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap2.1	Chromosome	400017720	399988820	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap3.1	Chromosome	364817066	364797166	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap4.1	Chromosome	369647038	369624238	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap5.1	Chromosome	368930127	368902127	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap6.1	Chromosome	367166554	367139954	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap7.1	Chromosome	361665794	361643294	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpinus betulus	dhCarBetu1.hap8.1	Chromosome	367232543	367207243	dhCarBetu1	2	31	97.8983	98.3028	1.69724	2.10167	1436563244	1485065058	1234189557	1275858752	202373686	209206306	37.0703	80.8713	0.137863	0.137863
Carpobrotus edulis	dcCarEdul1.hap1.1	Chromosome	939888601	939237501	dcCarEdul1	2	31	98.53	98.5845	1.41552	1.47001	921757843	930831062	603518305	609458970	318239538	321372093	68.395	97.2405	0.110586	0.110586
Carpobrotus edulis	dcCarEdul1.hap2.1	Scaffold	955964210	955297214	dcCarEdul1	2	31	98.53	98.5845	1.41552	1.47001	921757843	930831062	603518305	609458970	318239538	321372093	68.395	97.2405	0.110586	0.110586
Castanea sativa	dhCasSati1.hap1.1	Chromosome	697207688	697100688	dhCasSati1	2	31	98.953	99.0312	0.968758	1.04704	757325170	759985160	276895014	277867566	480430157	482117595	84.4286	98.3875	0.159445	0.159445
Castanea sativa	dhCasSati1.hap2.1	Scaffold	701807476	701700476	dhCasSati1	2	31	98.953	99.0312	0.968758	1.04704	757325170	759985160	276895014	277867566	480430157	482117595	84.4286	98.3875	0.159445	0.159445
Centaurium erythraea	daCenEryt1.hap1.1	Chromosome	887253857	887162057	daCenEryt1	2	31	99.8593	100	0	0.140694	967445935	973828631	512084298	515462759	455361637	458365872	77.8017	94.0867	0.247644	0.247644
Centaurium erythraea	daCenEryt1.hap2.1	Scaffold	839743363	839667163	daCenEryt1	2	31	99.8593	100	0	0.140694	967445935	973828631	512084298	515462759	455361637	458365872	77.8017	94.0867	0.247644	0.247644
Ceratodon purpureus	cbCerPurp3.1	Chromosome	340428360	340197460	cbCerPurp3	2	31	68.5253	100	0	31.4747	149262848	149619564	50827836	50949307	98435012	98670258	78.8141	89.953	1.05863	1.05863
Chamaenerion angustifolium	drChaAngu1.1 alternate haplotype	Contig	601360774	601360774	drChaAngu1	2	31	98.1822	98.2201	1.7799	1.8178	725514125	728371954	400684306	402262617	324829819	326109336	77.1204	98.0728	0.177524	0.177524
Chamaenerion angustifolium	drChaAngu1.1	Chromosome	655862486	655857786	drChaAngu1	2	31	98.1822	98.2201	1.7799	1.8178	725514125	728371954	400684306	402262617	324829819	326109336	77.1204	98.0728	0.177524	0.177524
Chenopodium album	dcCheAlbu1.1 alternate haplotype	Contig	5987979	5987979	dcCheAlbu1	2	31	89.8295	96.9896	3.01037	10.1705	875638945	879891471	500142099	502571031	375496846	377320440	69.143	87.45	0.140273	0.140273
Chenopodium album	dcCheAlbu1.1	Chromosome	1593843283	1593830057	dcCheAlbu1	2	31	89.8295	96.9896	3.01037	10.1705	875638945	879891471	500142099	502571031	375496846	377320440	69.143	87.45	0.140273	0.140273
Cirsium dissectum	daCirDiss1.hap1.1	Chromosome	1069227339	1069155239	daCirDiss1	2	31	98.847	98.9028	1.0972	1.15303	1193899596	1200255133	734171485	738079732	459728111	462175402	72.9134	97.8866	0.101429	0.101429
Cirsium dissectum	daCirDiss1.hap2.1	Scaffold	1020155333	1020091633	daCirDiss1	2	31	98.847	98.9028	1.0972	1.15303	1193899596	1200255133	734171485	738079732	459728111	462175402	72.9134	97.8866	0.101429	0.101429
Cirsium eriophorum	daCirErio1.hap1.1	Chromosome	1578568570	1578439170	daCirErio1	2	31	99.763	99.8477	0.152279	0.237031	1698382615	1704884555	1136234431	1140584292	562148184	564300263	67.9074	97.37	0.0527353	0.0527353
Cirsium eriophorum	daCirErio1.hap2.1	Scaffold	1589592816	1589473016	daCirErio1	2	31	99.763	99.8477	0.152279	0.237031	1698382615	1704884555	1136234431	1140584292	562148184	564300263	67.9074	97.37	0.0527353	0.0527353
Cirsium heterophyllum	daCirHete1.hap1.1	Chromosome	944019485	943954185	daCirHete1	2	31	98.9565	99.0423	0.957658	1.04348	920422608	926052997	473580096	476477070	446842511	449575926	72.2963	97.8128	0.130503	0.130503
Cirsium heterophyllum	daCirHete1.hap2.1	Scaffold	940461936	940397836	daCirHete1	2	31	98.9565	99.0423	0.957658	1.04348	920422608	926052997	473580096	476477070	446842511	449575926	72.2963	97.8128	0.130503	0.130503
Climacium dendroides	cbCliDend2.1	Chromosome	413060100	413045700	cbCliDend1	2	31	96.7213	97.5877	2.41225	3.27873	7137027	7505490	6069117	6382446	1067911	1123044	41.1789	78.8042	5.19597	5.19597
Climacium dendroides	cbCliDend2.1	Chromosome	413060100	413045700	cbCliDend2	2	31	99.9219	99.9453	0.0547163	0.0780725	432609741	433292628	152524953	152765718	280084788	280526910	82.6828	98.6986	0.763381	0.763381
Climacium dendroides	cbCliDend2.1	Chromosome	413060100	413045700	cbCliDend3	2	31	89.7203	98.2134	1.78664	10.2797	78865981	82315369	51838848	54106141	27027133	28209228	41.7618	61.3756	3.66273	3.66273
Comarum palustre	drComPalu1.1 alternate haplotype	Contig	489261865	489261865	drComPalu1	2	31	98.6394	98.6806	1.31941	1.36057	566571138	569149587	239293809	240382828	327277329	328766759	81.5068	95.8366	0.215803	0.215803
Comarum palustre	drComPalu1.1	Chromosome	528886950	528788150	drComPalu1	2	31	98.6394	98.6806	1.31941	1.36057	566571138	569149587	239293809	240382828	327277329	328766759	81.5068	95.8366	0.215803	0.215803
Convolvulus arvensis	daConArve2.hap1.1	Chromosome	1327610284	1327545177	daConArve2	2	31	98.4412	98.5467	1.45331	1.55884	1296571725	1308810299	729453993	736339441	567117732	572470858	72.5048	96.6558	0.150185	0.150185
Convolvulus arvensis	daConArve2.hap2.1	Scaffold	1289621842	1289573540	daConArve2	2	31	98.4412	98.5467	1.45331	1.55884	1296571725	1308810299	729453993	736339441	567117732	572470858	72.5048	96.6558	0.150185	0.150185
Cornus suecica	drCorSuec2.1 alternate haplotype	Contig	162974638	162974638	drCorSuec1	2	31	99.2348	99.3026	0.69738	0.765177	248234	250282	93121	93889	155113	156393	78.8073	83.9161	5.89203	5.89203
Cornus suecica	drCorSuec2.1 alternate haplotype	Contig	162974638	162974638	drCorSuec2	2	31	99.7727	99.8124	0.187604	0.227295	979527023	981617111	473426327	474436511	506100696	507180600	77.3938	93.9158	0.0800554	0.0800554
Cornus suecica	drCorSuec2.1	Chromosome	849171379	849070554	drCorSuec1	2	31	99.2348	99.3026	0.69738	0.765177	248234	250282	93121	93889	155113	156393	78.8073	83.9161	5.89203	5.89203
Cornus suecica	drCorSuec2.1	Chromosome	849171379	849070554	drCorSuec2	2	31	99.7727	99.8124	0.187604	0.227295	979527023	981617111	473426327	474436511	506100696	507180600	77.3938	93.9158	0.0800554	0.0800554
Corylus avellana	dhCorAvel1.hap1.1	Chromosome	361861227	361807796	dhCorAvel1	2	31	98.81	98.8353	1.1647	1.19	353190934	354345058	106383033	106730662	246807901	247614397	85.6861	98.0869	0.669768	0.669768
Corylus avellana	dhCorAvel1.hap1.2	Chromosome	361861227	361807796	dhCorAvel1	2	31	98.81	98.8353	1.1647	1.19	353190934	354345058	106383033	106730662	246807901	247614397	85.6861	98.0869	0.669768	0.669768
